area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_clean,bhk,price_per_sqft,location_grouped
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1040,2.0,1.0,75.0,1040.0,2,7211.538461538462,7th Phase JP Nagar
Super built-up  Area,Ready To Move,Kundalahalli Colony,3 BHK,Unknown,1477,2.0,2.0,75.0,1477.0,3,5077.860528097495,other
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1525,2.0,2.0,65.0,1525.0,3,4262.295081967213,Sarjapur  Road
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,VKe 1 M,1220,2.0,1.0,65.0,1220.0,2,5327.868852459016,other
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2388,3.0,1.0,195.0,2388.0,3,8165.829145728643,Hebbal
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1355,2.0,1.0,97.6,1355.0,2,7202.952029520296,Electronic City
Built-up  Area,Ready To Move,Whitefield,2 BHK,Unknown,1141,2.0,1.0,62.0,1141.0,2,5433.829973707274,Whitefield
Super built-up  Area,21-Jun,Vijayanagar,2 BHK,Saahaat,1046,2.0,0.0,49.06,1046.0,2,4690.248565965583,Vijayanagar
Super built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,Unknown,630,1.0,2.0,35.0,630.0,1,5555.555555555556,Bannerghatta Road
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,ARvasV ,1247,2.0,2.0,62.35,1247.0,2,5000.0,Pattandur Agrahara
Built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3855,4.0,3.0,220.0,3855.0,4,5706.874189364462,Marathahalli
Super built-up  Area,Ready To Move,Geddalahalli,2 BHK,Unknown,850,2.0,1.0,32.5,850.0,2,3823.529411764706,other
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Sryam N,1120,2.0,2.0,36.0,1120.0,2,3214.285714285714,KR Puram
Super built-up  Area,18-Aug,Jakkur,3 BHK,Ceezey ,1798,3.0,1.0,110.0,1798.0,3,6117.908787541713,Jakkur
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,2.0,1.0,45.0,1180.0,3,3813.5593220338983,Bisuvanahalli
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,Jaood G,1000,2.0,1.0,34.0,1000.0,2,3400.0,Kereguddadahalli
Super built-up  Area,19-Mar,Whitefield,2 BHK,Prtates,1216,2.0,1.0,82.0,1216.0,2,6743.421052631579,Whitefield
Built-up  Area,Ready To Move,TC Palaya,2 Bedroom,Unknown,1100,2.0,0.0,65.0,1100.0,2,5909.090909090909,TC Palaya
Super built-up  Area,Ready To Move,Whitefield,2 BHK,UKe 2nz,1495,3.0,3.0,88.0,1495.0,2,5886.28762541806,Whitefield
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Goelsn ,1700,3.0,3.0,120.0,1700.0,3,7058.823529411765,Kanakpura Road
Super built-up  Area,20-Dec,Whitefield,3 BHK,Oreldhi,1564,3.0,1.0,103.0,1564.0,3,6585.677749360614,Whitefield
Super built-up  Area,18-Apr,Reliaable Tranquil Layout,2 BHK,Sariana,1256,2.0,1.0,65.0,1256.0,2,5175.15923566879,other
Super built-up  Area,18-Jun,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,89.0,1047.0,2,8500.477554918816,Kundalahalli
Super built-up  Area,18-Apr,Bhoganhalli,3 BHK,Rosha I,1458,3.0,1.0,78.45,1458.0,3,5380.658436213992,Bhoganhalli
Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1063,2.0,1.0,61.17,1063.0,2,5754.468485418626,Hoodi
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,Unknown,1150,2.0,1.0,52.5,1150.0,2,4565.217391304348,Garudachar Palya
Built-up  Area,Ready To Move,Chandapura,1 BHK,Unknown,450,1.0,1.0,9.0,450.0,1,2000.0,Chandapura
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Amazaa ,1360,2.0,0.0,45.0,1360.0,2,3308.823529411765,Ramamurthy Nagar
Built-up  Area,Ready To Move,Marathahalli,3 BHK,Unknown,1605,3.0,2.0,76.0,1605.0,3,4735.202492211838,Marathahalli
Carpet  Area,Ready To Move,Nagarbhavi,3 BHK,Unknown,1200,4.0,2.0,205.0,1200.0,3,17083.333333333332,Nagarbhavi
Super built-up  Area,18-Aug,Haralur Road,3 BHK,SNnia E,1810,3.0,2.0,100.0,1810.0,3,5524.861878453039,Haralur Road
Super built-up  Area,18-Aug,LB Shastri Nagar,2 BHK,Unknown,1250,2.0,2.0,48.5,1250.0,2,3880.0,LB Shastri Nagar
Built-up  Area,Ready To Move,R.T. Nagar,2 Bedroom,Unknown,1100,3.0,0.0,125.0,1100.0,2,11363.636363636364,R.T. Nagar
Super built-up  Area,18-Dec,Dommasandra,2 BHK,Unknown,850,2.0,1.0,25.4,850.0,2,2988.235294117647,Dommasandra
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1025,2.0,1.0,26.65,1025.0,2,2600.0,Electronic City Phase II
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,SivelMa,980,2.0,1.0,45.0,980.0,2,4591.836734693878,Uttarahalli
Super built-up  Area,Ready To Move,Basavanagara,3 BHK,Unknown,1428,2.0,1.0,70.0,1428.0,3,4901.9607843137255,other
Super built-up  Area,Ready To Move,Shanti Nagar,2 BHK,SwionMa,1130,2.0,1.0,74.0,1130.0,2,6548.672566371682,other
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Arndesa,2050,3.0,3.0,82.0,2050.0,3,4000.0,JP Nagar
Super built-up  Area,Ready To Move,Bagalur,2 BHK,Krton S,1407,2.0,1.0,83.87,1407.0,2,5960.90973702914,other
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Lelia M,4170,3.0,2.0,800.0,4170.0,3,19184.65227817746,Cunningham Road
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Sulesil,1585,3.0,1.0,84.0,1585.0,3,5299.6845425867505,Whitefield
Built-up  Area,Ready To Move,Jakkur,3 BHK,Miershi,1785,3.0,2.0,130.0,1785.0,3,7282.913165266106,Jakkur
Built-up  Area,Ready To Move,BSM Extension,2 BHK,Raave E,900,2.0,3.0,45.0,900.0,2,5000.0,other
Plot  Area,Ready To Move,Somanna Garden,4 Bedroom,Unknown,1350,4.0,2.0,160.0,1350.0,4,11851.851851851852,other
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3.0,2.0,96.2,1843.0,3,5219.750406945198,Kanakpura Road
Super built-up  Area,Ready To Move,Munivenkatppa Layout,4 BHK,SNiew L,2375,3.0,2.0,260.0,2375.0,4,10947.368421052632,other
Super built-up  Area,Ready To Move,RPC layout,2 BHK,Dee 2 P,1200,2.0,1.0,67.0,1200.0,2,5583.333333333333,other
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Unknown,1113,2.0,1.0,52.0,1113.0,2,4672.057502246182,Akshaya Nagar
Super built-up  Area,Ready To Move,Anekal,3 BHK,Unknown,1150,3.0,2.0,45.0,1150.0,3,3913.0434782608695,Anekal
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,VSineDi,770,1.0,1.0,70.0,770.0,2,9090.90909090909,Yeshwanthpur
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,PentyVB,1181,2.0,2.0,57.0,1181.0,2,4826.418289585097,Kodichikkanahalli
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Unknown,1550,3.0,3.0,64.7,1550.0,3,4174.193548387097,Kanakpura Road
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,Unknown,1200,2.0,1.0,86.0,1200.0,2,7166.666666666667,1st Phase JP Nagar
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,55.47,1295.0,2,4283.397683397683,Raja Rajeshwari Nagar
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1506,3.0,1.0,95.0,1506.0,3,6308.100929614874,Lingadheeranahalli
Built-up  Area,Ready To Move,"HSR Layout 7th sector,",3 BHK,Unknown,1872,3.0,2.0,152.0,1872.0,3,8119.65811965812,other
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,2900,4.0,2.0,240.0,2900.0,4,8275.862068965518,Sarjapur  Road
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,Unknown,1040,2.0,1.0,33.28,1040.0,2,3200.0,Talaghattapura
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1020,2.0,1.0,48.0,1020.0,2,4705.882352941177,Hennur
Super built-up  Area,Ready To Move,Gokula Extension,3 BHK,Unknown,1400,3.0,2.0,90.0,1400.0,3,6428.571428571428,other
Super built-up  Area,Ready To Move,Neeladri Nagar,10 BHK,Unknown,4000,12.0,3.0,160.0,4000.0,10,4000.0,Neeladri Nagar
Plot  Area,Ready To Move,Weavers Colony,1 Bedroom,Unknown,812,1.0,1.0,26.0,812.0,1,3201.9704433497536,other
Super built-up  Area,19-Aug,Kodathi,2 BHK,Unknown,829,2.0,1.0,22.8,829.0,2,2750.301568154403,other
Plot  Area,Ready To Move,Sanjay nagar,4 Bedroom,Unknown,2700,4.0,2.0,350.0,2700.0,4,12962.962962962964,Sanjay nagar
Super built-up  Area,21-May,Kanakpura Road,3 BHK,GolusLi,1500,3.0,1.0,72.99,1500.0,3,4865.999999999999,Kanakpura Road
Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Unknown,850,2.0,1.0,25.99,850.0,2,3057.6470588235293,Ananth Nagar
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,ApallEn,1180,2.0,2.0,60.0,1180.0,2,5084.745762711865,Kaval Byrasandra
Super built-up  Area,19-Dec,Cunningham Road,4 BHK,Unknown,5108,5.0,2.0,995.0,5108.0,4,19479.24823805795,Cunningham Road
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unknown,1010,2.0,1.0,36.0,1010.0,2,3564.3564356435645,Channasandra
Built-up  Area,Ready To Move,Marathahalli,2 BHK,Cores V,1350,2.0,2.0,60.0,1350.0,2,4444.444444444444,Marathahalli
Built-up  Area,Ready To Move,Talaghattapura,2 BHK,Unknown,1100,2.0,0.0,50.0,1100.0,2,4545.454545454545,Talaghattapura
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Wiowsri,1450,2.0,2.0,62.93,1450.0,3,4340.0,Kanakpura Road
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133,2.0,2.0,40.0,1133.0,2,3530.45013239188,Raja Rajeshwari Nagar
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3.0,2.0,100.0,1564.0,3,6393.861892583121,Thanisandra
Plot  Area,Ready To Move,Doddaballapur,2 Bedroom,Unknown,640,1.0,0.0,10.5,640.0,2,1640.625,Doddaballapur
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,157.0,2072.0,3,7577.220077220078,Thigalarapalya
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,SPavenc,1460,2.0,3.0,51.1,1460.0,3,3500.0,Kanakapura
Super built-up  Area,Ready To Move,A Narayanapura,1 BHK,Unknown,600,2.0,1.0,35.0,600.0,1,5833.333333333333,other
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road,",2 BHK,Unknown,700,2.0,1.0,35.0,700.0,2,5000.0,other
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Prensya,654,1.0,1.0,38.0,654.0,1,5810.397553516819,Yelahanka
Super built-up  Area,Ready To Move,Ankappa Layout,2 BHK,OadraCh,1105,2.0,2.0,50.0,1105.0,2,4524.886877828054,other
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1800,3.0,3.0,150.0,1800.0,3,8333.333333333334,Hebbal Kempapura
Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,Unarlth,1000,2.0,1.0,51.0,1000.0,2,5100.0,other
Super built-up  Area,18-Apr,Gattahalli,3 BHK,Hameson,1240,2.0,1.0,63.0,1240.0,3,5080.645161290323,other
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Unknown,1200,2.0,3.0,45.0,1200.0,2,3750.0,Bellandur
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,KHatsFl,1400,2.0,2.0,80.0,1400.0,3,5714.285714285715,Yelahanka New Town
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Unknown,1140,2.0,2.0,50.0,1140.0,2,4385.964912280701,Whitefield
Built-up  Area,Ready To Move,Gulimangala,3 BHK,Daxir E,1640,3.0,2.0,70.0,1640.0,3,4268.292682926829,other
Plot  Area,Ready To Move,Kithaganur,2 Bedroom,Unknown,1200,2.0,0.0,62.0,1200.0,2,5166.666666666667,other
Built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Unknown,720,2.0,2.0,65.0,720.0,2,9027.777777777777,Rajaji Nagar
Super built-up  Area,Ready To Move,Yelenahalli,3 BHK,Unknown,1650,3.0,3.0,68.0,1650.0,3,4121.212121212121,Yelenahalli
Super built-up  Area,Ready To Move,Nagavara,4 BHK,K dotna,2496,4.0,2.0,125.0,2496.0,4,5008.01282051282,Nagavara
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,905,2.0,1.0,32.0,905.0,2,3535.9116022099447,9th Phase JP Nagar
Super built-up  Area,Ready To Move,HAL 2nd Stage,3 BHK,Unknown,1600,3.0,1.0,125.0,1600.0,3,7812.5,other
Super built-up  Area,17-Apr,Chikkalasandra,2 BHK,Unknown,1070,2.0,1.0,45.48,1070.0,2,4250.467289719626,Chikkalasandra
Plot  Area,Ready To Move,Yemlur,4 Bedroom,Epllan ,8400,5.0,2.0,1675.0,8400.0,4,19940.47619047619,other
Built-up  Area,Ready To Move,Koramangala,2 BHK,Unknown,1200,2.0,2.0,100.0,1200.0,2,8333.333333333334,Koramangala
Plot  Area,Ready To Move,Indira Nagar,5 Bedroom,Unknown,1800,5.0,2.0,350.0,1800.0,5,19444.444444444445,Indira Nagar
Built-up  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,Unknown,2600,4.0,2.0,115.0,2600.0,4,4423.076923076923,8th Phase JP Nagar
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,Unknown,1145,2.0,2.0,75.0,1145.0,2,6550.218340611354,Old Airport Road
Super built-up  Area,Ready To Move,Addischetan Layout,3 BHK,Malyxer,1495,3.0,2.0,55.0,1495.0,3,3678.9297658862874,other
Built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,Pantsce,1400,3.0,2.0,53.0,1400.0,3,3785.714285714286,other
Built-up  Area,18-Dec,Whitefield,3 BHK,Unknown,1558,3.0,2.0,90.0,1558.0,3,5776.636713735558,Whitefield
Super built-up  Area,20-Jan,Balagere,2 BHK,Soresea,1007,2.0,1.0,53.0,1007.0,2,5263.1578947368425,Balagere
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Unknown,902,2.0,1.0,25.26,902.0,2,2800.4434589800444,Ananth Nagar
Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,BSarknd,1054,2.0,1.0,53.0,1054.0,2,5028.462998102466,other
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Unknown,1135,2.0,3.0,39.73,1135.0,3,3500.440528634361,Uttarahalli
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,996,2.0,2.0,49.0,996.0,2,4919.678714859438,Gollarapalya Hosahalli
Super built-up  Area,18-Aug,Vimanapura,2 BHK,Unknown,1275,2.0,2.0,47.0,1275.0,2,3686.274509803922,other
Plot  Area,Ready To Move,NRI Layout,2 Bedroom,Unknown,1250,2.0,0.0,75.0,1250.0,2,6000.0,NRI Layout
Super built-up  Area,Ready To Move,Sadaramangala,2 BHK,Maletr ,1394,2.0,3.0,52.0,1394.0,2,3730.2725968436157,other
Super built-up  Area,Ready To Move,Konena Agrahara,2 BHK,EsadeNS,1075,2.0,1.0,57.0,1075.0,2,5302.325581395349,other
Built-up  Area,Ready To Move,Indira Nagar,3 BHK,Monorh ,1500,3.0,3.0,120.0,1500.0,3,8000.0,Indira Nagar
Super built-up  Area,18-Oct,Rayasandra,4 BHK,Unknown,1708,3.0,1.0,76.0,1708.0,4,4449.648711943794,Rayasandra
Built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1800,4.0,3.0,115.0,1800.0,3,6388.888888888889,other
Super built-up  Area,Ready To Move,Harlur,2 BHK,Unknown,1532,2.0,1.0,65.0,1532.0,2,4242.819843342037,Harlur
Super built-up  Area,18-Sep,Hosa Road,3 BHK,Mahesr ,1726,3.0,2.0,81.99,1726.0,3,4750.289687137891,Hosa Road
Super built-up  Area,Ready To Move,Hanumanth Nagar,2 BHK,Saersel,1220,2.0,2.0,54.89,1220.0,2,4499.180327868852,other
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,Unknown,1100,2.0,2.0,50.0,1100.0,2,4545.454545454545,Chikkalasandra
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Atntspa,1530,3.0,3.0,40.0,1530.0,3,2614.37908496732,Electronics City Phase 1
Super built-up  Area,18-Jan,Hosa Road,2 BHK,SRrnauv,840,2.0,1.0,28.0,840.0,2,3333.3333333333335,Hosa Road
Super built-up  Area,18-Apr,Bommanahalli,3 BHK,Unknown,1250,4.0,3.0,39.0,1250.0,3,3120.0,Bommanahalli
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Unknown,1030,2.0,1.0,35.0,1030.0,2,3398.0582524271845,CV Raman Nagar
Super built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,Muiseek,1499,3.0,2.0,89.0,1499.0,3,5937.291527685124,other
Super built-up  Area,Ready To Move,Varsova Layout,3 BHK,MoaveEn,1280,2.0,3.0,55.0,1280.0,3,4296.875,other
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Unknown,1170,2.0,2.0,59.0,1170.0,2,5042.735042735043,Munnekollal
Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,Unknown,2646,3.0,2.0,99.0,2646.0,3,3741.496598639456,Chikka Tirupathi
Super built-up  Area,18-Apr,Thirumenahalli,2 BHK,MNtha A,1161,2.0,3.0,36.69,1161.0,2,3160.206718346253,other
Plot  Area,Ready To Move,Yelahanka,2 Bedroom,Unknown,1633,2.0,1.0,72.0,1633.0,2,4409.0630740967545,Yelahanka
Built-up  Area,Ready To Move,Richards Town,2 BHK,MaionMa,1050,2.0,2.0,65.0,1050.0,2,6190.476190476191,other
Super built-up  Area,19-Dec,Varthur Road,1 BHK,Aseenh ,540 - 565,1.0,0.0,13.26,552.5,1,2400.0,Varthur Road
Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,418,2.0,1.0,11.5,418.0,1,2751.196172248804,Attibele
Super built-up  Area,Ready To Move,Bhattarahalli,2 BHK,Unknown,905,2.0,2.0,50.0,905.0,2,5524.861878453039,other
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,DwntsAp,1510,2.0,2.0,55.0,1510.0,3,3642.384105960265,Raja Rajeshwari Nagar
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,Unknown,1390,2.0,3.0,60.47,1390.0,3,4350.359712230216,Chikkalasandra
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,Unknown,1101,2.0,2.0,66.0,1101.0,2,5994.550408719346,Kasturi Nagar
Super built-up  Area,Ready To Move,Srirampura,4 BHK,MVmesle,2736,4.0,2.0,130.0,2736.0,4,4751.461988304093,other
Super built-up  Area,18-Apr,EPIP Zone,3 BHK,BrontLa,2350,4.0,2.0,163.0,2350.0,3,6936.170212765957,EPIP Zone
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,Pridel ,1056,2.0,2.0,55.0,1056.0,2,5208.333333333333,other
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Unknown,1425,2.0,2.0,49.88,1425.0,3,3500.3508771929824,Kanakpura Road
Super built-up  Area,17-Jun,Electronics City Phase 1,3 BHK,Shitt S,1450,3.0,1.0,70.0,1450.0,3,4827.586206896552,Electronics City Phase 1
Built-up  Area,Ready To Move,Pai Layout,2 BHK,Saage V,1000,2.0,2.0,34.0,1000.0,2,3400.0,Pai Layout
Super built-up  Area,18-Mar,Haralur Road,1 BHK,SNnia E,575,1.0,1.0,38.0,575.0,1,6608.695652173913,Haralur Road
Built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,Gomeseg,1770,3.0,2.0,90.0,1770.0,3,5084.745762711865,other
Super built-up  Area,Ready To Move,Byadarahalli,3 BHK,Prurten,3155,3.0,2.0,315.0,3155.0,3,9984.152139461174,other
Plot  Area,Ready To Move,Anandapura,2 Bedroom,Unknown,616,3.0,1.0,45.0,616.0,2,7305.194805194805,Anandapura
Super built-up  Area,Ready To Move,JP Nagar,1 BHK,Shika A,745,1.0,0.0,34.27,745.0,1,4600.000000000001,JP Nagar
Plot  Area,Ready To Move,HAL 2nd Stage,4 Bedroom,Unknown,2400,4.0,1.0,650.0,2400.0,4,27083.333333333332,other
Super built-up  Area,18-Aug,Kudlu Gate,2 BHK,Sanzaat,1547,2.0,2.0,103.0,1547.0,2,6658.047834518423,Kudlu Gate
Super built-up  Area,Ready To Move,Panathur,3 BHK,Prcesvy,1713,3.0,1.0,120.0,1713.0,3,7005.253940455342,Panathur
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,RNvasth,1856,4.0,2.0,180.0,1856.0,3,9698.275862068966,Yeshwanthpur
Super built-up  Area,Ready To Move,RMV Extension,2 BHK,DSureSi,1152,2.0,1.0,57.0,1152.0,2,4947.916666666667,other
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Unknown,1100,2.0,1.0,46.75,1100.0,2,4250.0,Dodda Nekkundi
Super built-up  Area,Ready To Move,Narayanapura,3 BHK,AriosHe,2357,3.0,2.0,135.0,2357.0,3,5727.619855748833,Narayanapura
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Unknown,1820,4.0,2.0,95.0,1820.0,3,5219.780219780219,Akshaya Nagar
Super built-up  Area,18-Dec,Kannamangala,3 BHK,Sonue A,1865,3.0,1.0,139.0,1865.0,3,7453.083109919571,Kannamangala
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1240,2.0,2.0,65.0,1240.0,2,5241.935483870968,Kanakpura Road
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,Naasyak,1360,3.0,1.0,75.0,1360.0,3,5514.705882352941,Padmanabhanagar
Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,Unknown,4200,4.0,2.0,255.0,4200.0,4,6071.428571428572,other
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Shitt S,1450,2.0,2.0,63.51,1450.0,3,4380.0,Electronics City Phase 1
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Unknown,1565,2.0,2.0,56.0,1565.0,3,3578.2747603833864,Begur Road
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,Unknown,1200,2.0,2.0,39.0,1200.0,2,3250.0,Nagappa Reddy Layout
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Goandn ,1855,3.0,3.0,140.0,1855.0,3,7547.169811320755,Yeshwanthpur
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,Unknown,1100,2.0,1.0,55.0,1100.0,2,5000.0,Margondanahalli
Built-up  Area,Ready To Move,Arehalli,3 BHK,Unknown,1350,2.0,2.0,65.0,1350.0,3,4814.814814814815,other
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Saciatt,2266,3.0,2.0,207.0,2266.0,3,9135.03971756399,Old Madras Road
Super built-up  Area,Ready To Move,Hosur Road,1 BHK,Unknown,660,1.0,1.0,23.0,660.0,1,3484.848484848485,Hosur Road
Built-up  Area,Ready To Move,Kodihalli,2 BHK,Unknown,1490,2.0,1.0,150.0,1490.0,2,10067.114093959732,Kodihalli
Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1083,2.0,1.0,48.0,1083.0,3,4432.13296398892,Kambipura
Super built-up  Area,18-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,83.0,1232.0,2,6737.012987012987,Hennur Road
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,NaonySy,1550,3.0,1.0,86.8,1550.0,3,5600.0,Raja Rajeshwari Nagar
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Iseenst,1227,2.0,2.0,70.0,1227.0,2,5704.9714751426245,Whitefield
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Unknown,1059,2.0,2.0,68.0,1059.0,2,6421.152030217186,Sarjapur  Road
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1152,2.0,1.0,54.0,1152.0,2,4687.5,Mahadevpura
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,870,1.0,1.0,45.0,870.0,2,5172.413793103448,Kenchenahalli
Super built-up  Area,17-Dec,Panathur,2 BHK,Unknown,1210,2.0,1.0,78.0,1210.0,2,6446.280991735537,Panathur
Super built-up  Area,19-Mar,Thanisandra,1 BHK,Bhe 2ko,663,1.0,0.0,46.1,663.0,1,6953.242835595776,Thanisandra
Super built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1464,2.0,1.0,135.0,1464.0,3,9221.311475409837,other
Built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,Unknown,1365,3.0,1.0,80.0,1365.0,3,5860.805860805861,Kadubeesanahalli
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Priew P,1704,3.0,1.0,120.0,1704.0,3,7042.2535211267605,Whitefield
Super built-up  Area,18-Dec,Whitefield,3 BHK,BSlasin,1390 - 1600,3.0,2.0,60.55,1495.0,3,4050.1672240802677,Whitefield
Super built-up  Area,19-Oct,Whitefield,2 BHK,SVacyeg,1256,2.0,1.0,73.0,1256.0,2,5812.101910828025,Whitefield
Built-up  Area,Ready To Move,Kengeri,2 BHK,Unknown,883,2.0,0.0,49.0,883.0,2,5549.263873159683,Kengeri
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1080,2.0,1.0,45.0,1080.0,3,4166.666666666667,Bisuvanahalli
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,Vasisvi,1073,2.0,1.0,52.36,1073.0,2,4879.77632805219,9th Phase JP Nagar
Super built-up  Area,Ready To Move,Rajaji Nagar,6 BHK,Unknown,3000,6.0,3.0,250.0,3000.0,6,8333.333333333334,Rajaji Nagar
Built-up  Area,Ready To Move,Thanisandra,1 BHK,Pronyt ,662,1.0,0.0,45.0,662.0,1,6797.583081570997,Thanisandra
Super built-up  Area,18-Apr,Kumara Park,2 BHK,Unknown,1200,2.0,2.0,75.0,1200.0,2,6250.0,other
Built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,Unknown,1550,3.0,3.0,75.0,1550.0,3,4838.709677419355,5th Phase JP Nagar
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Bregae ,1310,2.0,2.0,80.43,1310.0,2,6139.69465648855,Banashankari
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Unknown,1577,3.0,2.0,65.0,1577.0,3,4121.750158528852,Sarjapur  Road
Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,Shyas S,1324,3.0,2.0,65.0,1324.0,3,4909.365558912386,Kodigehaali
